player,team,position,year,salary
Michael Jordan,CHI,2,2006,0
Michael Jordan,CHI,2,2005,0
Michael Jordan,CHI,2,2004,0
Michael Jordan,CHI,2,2003,0
Michael Jordan,CHI,2,2002,0
Michael Jordan,CHI,2,2001,0
Michael Jordan,CHI,2,2000,0
Michael Jordan,CHI,2,1999,0
Michael Jordan,CHI,2,1998,33140000
Michael Ruffin,CHI,4,2018,0
Michael Ruffin,CHI,4,2017,0
Michael Ruffin,CHI,4,2016,0
Michael Ruffin,CHI,4,2015,0
Michael Ruffin,CHI,4,2014,0
Michael Ruffin,CHI,4,2013,0
Michael Ruffin,CHI,4,2012,0
Michael Ruffin,CHI,4,2011,0
Michael Ruffin,CHI,4,2010,0
Michael Ruffin,CHI,4,2009,0
Michael Ruffin,CHI,4,2008,0
Michael Ruffin,CHI,4,2007,0
Michael Ruffin,CHI,4,2006,0
Michael Ruffin,CHI,4,2005,0
Michael Ruffin,CHI,4,2004,0
Michael Ruffin,CHI,4,2003,0
Michael Ruffin,CHI,4,2002,540850
Michael Ruffin,CHI,4,2001,440000
Michael Ruffin,CHI,4,2000,401875
Michael Ruffin,CHI,4,1999,0
Michael Ruffin,CHI,4,1998,0
Mike Dunleavy,CHI,3,2018,0
Mike Dunleavy,CHI,3,2017,0
Mike Dunleavy,CHI,3,2016,0
Mike Dunleavy,CHI,3,2015,3326235
Mike Dunleavy,CHI,3,2014,3183000
Mike Dunleavy,CHI,3,2013,0
Mike Dunleavy,CHI,3,2012,0
Mike Dunleavy,CHI,3,2011,0
Mike Dunleavy,CHI,3,2010,0
Mike Dunleavy,CHI,3,2009,0
Mike Dunleavy,CHI,3,2008,0
Mike Dunleavy,CHI,3,2007,0
Mike Dunleavy,CHI,3,2006,0
Mike Dunleavy,CHI,3,2005,0
Mike Dunleavy,CHI,3,2004,0
Mike Dunleavy,CHI,3,2003,0
Mike Dunleavy,CHI,3,2002,0
Mike Dunleavy,CHI,3,2001,0
Mike Dunleavy,CHI,3,2000,0
Mike Dunleavy,CHI,3,1999,0
Mike Dunleavy,CHI,3,1998,0
Mike Sweetney,CHI,5,2018,0
Mike Sweetney,CHI,5,2017,0
Mike Sweetney,CHI,5,2016,0
Mike Sweetney,CHI,5,2015,0
Mike Sweetney,CHI,5,2014,0
Mike Sweetney,CHI,5,2013,0
Mike Sweetney,CHI,5,2012,0
Mike Sweetney,CHI,5,2011,0
Mike Sweetney,CHI,5,2010,0
Mike Sweetney,CHI,5,2009,0
Mike Sweetney,CHI,5,2008,0
Mike Sweetney,CHI,5,2007,2696956
Mike Sweetney,CHI,5,2006,2116920
Mike Sweetney,CHI,5,2005,0
Mike Sweetney,CHI,5,2004,0
Mike Sweetney,CHI,5,2003,0
Mike Sweetney,CHI,5,2002,0
Mike Sweetney,CHI,5,2001,0
Mike Sweetney,CHI,5,2000,0
Mike Sweetney,CHI,5,1999,0
Mike Sweetney,CHI,5,1998,0
Mike Wilks,CHI,1,2018,0
Mike Wilks,CHI,1,2017,0
Mike Wilks,CHI,1,2016,0
Mike Wilks,CHI,1,2015,0
Mike Wilks,CHI,1,2014,0
Mike Wilks,CHI,1,2013,0
Mike Wilks,CHI,1,2012,0
Mike Wilks,CHI,1,2011,0
Mike Wilks,CHI,1,2010,0
Mike Wilks,CHI,1,2009,0
Mike Wilks,CHI,1,2008,0
Mike Wilks,CHI,1,2007,0
Mike Wilks,CHI,1,2006,0
Mike Wilks,CHI,1,2005,720046
Mike Wilks,CHI,1,2004,0
Mike Wilks,CHI,1,2003,0
Mike Wilks,CHI,1,2002,0
Mike Wilks,CHI,1,2001,0
Mike Wilks,CHI,1,2000,0
Mike Wilks,CHI,1,1999,0
Mike Wilks,CHI,1,1998,0
Nate Robinson,CHI,1,2018,0
Nate Robinson,CHI,1,2017,0
Nate Robinson,CHI,1,2016,0
Nate Robinson,CHI,1,2015,0
Nate Robinson,CHI,1,2014,0
Nate Robinson,CHI,1,2013,1146337
Nate Robinson,CHI,1,2012,0
Nate Robinson,CHI,1,2011,0
Nate Robinson,CHI,1,2010,0
Nate Robinson,CHI,1,2009,0
Nate Robinson,CHI,1,2008,0
Nate Robinson,CHI,1,2007,0
Nate Robinson,CHI,1,2006,0
Nate Robinson,CHI,1,2005,0
Nate Robinson,CHI,1,2004,0
Nate Robinson,CHI,1,2003,0
Nate Robinson,CHI,1,2002,0
Nate Robinson,CHI,1,2001,0
Nate Robinson,CHI,1,2000,0
Nate Robinson,CHI,1,1999,0
Nate Robinson,CHI,1,1998,0
Nazr Mohammed,CHI,5,2018,0
Nazr Mohammed,CHI,5,2017,0
Nazr Mohammed,CHI,5,2016,0
Nazr Mohammed,CHI,5,2015,0
Nazr Mohammed,CHI,5,2014,1399507
Nazr Mohammed,CHI,5,2013,1352181
Nazr Mohammed,CHI,5,2012,0
Nazr Mohammed,CHI,5,2011,0
Nazr Mohammed,CHI,5,2010,0
Nazr Mohammed,CHI,5,2009,0
Nazr Mohammed,CHI,5,2008,0
Nazr Mohammed,CHI,5,2007,0
Nazr Mohammed,CHI,5,2006,0
Nazr Mohammed,CHI,5,2005,0
Nazr Mohammed,CHI,5,2004,0
Nazr Mohammed,CHI,5,2003,0
Nazr Mohammed,CHI,5,2002,0
Nazr Mohammed,CHI,5,2001,0
Nazr Mohammed,CHI,5,2000,0
Nazr Mohammed,CHI,5,1999,0
Nazr Mohammed,CHI,5,1998,0
Nikola Mirotic,CHI,4,2018,0
Nikola Mirotic,CHI,4,2017,1921683
Nikola Mirotic,CHI,4,2016,1132400
Nikola Mirotic,CHI,4,2015,1085700
Nikola Mirotic,CHI,4,2014,1038900
Nikola Mirotic,CHI,4,2013,0
Nikola Mirotic,CHI,4,2012,0
Nikola Mirotic,CHI,4,2011,0
Nikola Mirotic,CHI,4,2010,0
Nikola Mirotic,CHI,4,2009,0
Nikola Mirotic,CHI,4,2008,0
Nikola Mirotic,CHI,4,2007,0
Nikola Mirotic,CHI,4,2006,0
Nikola Mirotic,CHI,4,2005,0
Nikola Mirotic,CHI,4,2004,0
Nikola Mirotic,CHI,4,2003,0
Nikola Mirotic,CHI,4,2002,0
Nikola Mirotic,CHI,4,2001,0
Nikola Mirotic,CHI,4,2000,0
Nikola Mirotic,CHI,4,1999,0
Nikola Mirotic,CHI,4,1998,0
Omer Asik,CHI,5,2018,0
Omer Asik,CHI,5,2017,0
Omer Asik,CHI,5,2016,0
Omer Asik,CHI,5,2015,0
Omer Asik,CHI,5,2014,0
Omer Asik,CHI,5,2013,0
Omer Asik,CHI,5,2012,1857500
Omer Asik,CHI,5,2011,1721000
Omer Asik,CHI,5,2010,0
Omer Asik,CHI,5,2009,0
Omer Asik,CHI,5,2008,0
Omer Asik,CHI,5,2007,0
Omer Asik,CHI,5,2006,0
Omer Asik,CHI,5,2005,0
Omer Asik,CHI,5,2004,0
Omer Asik,CHI,5,2003,0
Omer Asik,CHI,5,2002,0
Omer Asik,CHI,5,2001,0
Omer Asik,CHI,5,2000,0
Omer Asik,CHI,5,1999,0
Omer Asik,CHI,5,1998,0
Othella Harrington,CHI,4,2018,0
Othella Harrington,CHI,4,2017,0
Othella Harrington,CHI,4,2016,0
Othella Harrington,CHI,4,2015,0
Othella Harrington,CHI,4,2014,0
Othella Harrington,CHI,4,2013,0
Othella Harrington,CHI,4,2012,0
Othella Harrington,CHI,4,2011,0
Othella Harrington,CHI,4,2010,0
Othella Harrington,CHI,4,2009,0
Othella Harrington,CHI,4,2008,0
Othella Harrington,CHI,4,2007,0
Othella Harrington,CHI,4,2006,3500000
Othella Harrington,CHI,4,2005,3150000
Othella Harrington,CHI,4,2004,0
Othella Harrington,CHI,4,2003,0
Othella Harrington,CHI,4,2002,0
Othella Harrington,CHI,4,2001,0
Othella Harrington,CHI,4,2000,0
Othella Harrington,CHI,4,1999,0
Othella Harrington,CHI,4,1998,0
P.J. Brown,CHI,4,2018,0
P.J. Brown,CHI,4,2017,0
P.J. Brown,CHI,4,2016,0
P.J. Brown,CHI,4,2015,0
P.J. Brown,CHI,4,2014,0
P.J. Brown,CHI,4,2013,0
P.J. Brown,CHI,4,2012,0
P.J. Brown,CHI,4,2011,0
P.J. Brown,CHI,4,2010,0
P.J. Brown,CHI,4,2009,0
P.J. Brown,CHI,4,2008,0
P.J. Brown,CHI,4,2007,8560000
P.J. Brown,CHI,4,2006,0
P.J. Brown,CHI,4,2005,0
P.J. Brown,CHI,4,2004,0
P.J. Brown,CHI,4,2003,0
P.J. Brown,CHI,4,2002,0
P.J. Brown,CHI,4,2001,0
P.J. Brown,CHI,4,2000,0
P.J. Brown,CHI,4,1999,0
P.J. Brown,CHI,4,1998,0
Randy Brown,CHI,1,2018,0
Randy Brown,CHI,1,2017,0
Randy Brown,CHI,1,2016,0
Randy Brown,CHI,1,2015,0
Randy Brown,CHI,1,2014,0
Randy Brown,CHI,1,2013,0
Randy Brown,CHI,1,2012,0
Randy Brown,CHI,1,2011,0
Randy Brown,CHI,1,2010,0
Randy Brown,CHI,1,2009,0
Randy Brown,CHI,1,2008,0
Randy Brown,CHI,1,2007,0
Randy Brown,CHI,1,2006,0
Randy Brown,CHI,1,2005,0
Randy Brown,CHI,1,2004,0
Randy Brown,CHI,1,2003,0
Randy Brown,CHI,1,2002,0
Randy Brown,CHI,1,2001,0
Randy Brown,CHI,1,2000,1200000
Randy Brown,CHI,1,1999,1320000
Randy Brown,CHI,1,1998,1260000
Richard Hamilton,CHI,2,2018,0
Richard Hamilton,CHI,2,2017,0
Richard Hamilton,CHI,2,2016,0
Richard Hamilton,CHI,2,2015,0
Richard Hamilton,CHI,2,2014,1000000
Richard Hamilton,CHI,2,2013,5000000
Richard Hamilton,CHI,2,2012,5000000
Richard Hamilton,CHI,2,2011,0
Richard Hamilton,CHI,2,2010,0
Richard Hamilton,CHI,2,2009,0
Richard Hamilton,CHI,2,2008,0
Richard Hamilton,CHI,2,2007,0
Richard Hamilton,CHI,2,2006,0
Richard Hamilton,CHI,2,2005,0
Richard Hamilton,CHI,2,2004,0
Richard Hamilton,CHI,2,2003,0
Richard Hamilton,CHI,2,2002,0
Richard Hamilton,CHI,2,2001,0
Richard Hamilton,CHI,2,2000,0
Richard Hamilton,CHI,2,1999,0
Richard Hamilton,CHI,2,1998,0
Rick Brunson,CHI,1,2018,0
Rick Brunson,CHI,1,2017,0
Rick Brunson,CHI,1,2016,0
Rick Brunson,CHI,1,2015,0
Rick Brunson,CHI,1,2014,0
Rick Brunson,CHI,1,2013,0
Rick Brunson,CHI,1,2012,0
Rick Brunson,CHI,1,2011,0
Rick Brunson,CHI,1,2010,0
Rick Brunson,CHI,1,2009,0
Rick Brunson,CHI,1,2008,0
Rick Brunson,CHI,1,2007,0
Rick Brunson,CHI,1,2006,0
Rick Brunson,CHI,1,2005,0
Rick Brunson,CHI,1,2004,813679
Rick Brunson,CHI,1,2003,699935
Rick Brunson,CHI,1,2002,0
Rick Brunson,CHI,1,2001,0
Rick Brunson,CHI,1,2000,0
Rick Brunson,CHI,1,1999,0
Rick Brunson,CHI,1,1998,0
Robert Parish,CHI,5,2018,0
Robert Parish,CHI,5,2017,0
Robert Parish,CHI,5,2016,0
Robert Parish,CHI,5,2015,0
Robert Parish,CHI,5,2014,0
Robert Parish,CHI,5,2013,0
Robert Parish,CHI,5,2012,0
Robert Parish,CHI,5,2011,0
Robert Parish,CHI,5,2010,0
Robert Parish,CHI,5,2009,0
Robert Parish,CHI,5,2008,0
Robert Parish,CHI,5,2007,0
Robert Parish,CHI,5,2006,0
Robert Parish,CHI,5,2005,0
Robert Parish,CHI,5,2004,0
Robert Parish,CHI,5,2003,0
Robert Parish,CHI,5,2002,0
Robert Parish,CHI,5,2001,0
Robert Parish,CHI,5,2000,0
Robert Parish,CHI,5,1999,0
Robert Parish,CHI,5,1998,1150000
Ron Harper,CHI,1,2018,0
Ron Harper,CHI,1,2017,0
Ron Harper,CHI,1,2016,0
Ron Harper,CHI,1,2015,0
Ron Harper,CHI,1,2014,0
Ron Harper,CHI,1,2013,0
Ron Harper,CHI,1,2012,0
Ron Harper,CHI,1,2011,0
Ron Harper,CHI,1,2010,0
Ron Harper,CHI,1,2009,0
Ron Harper,CHI,1,2008,0
Ron Harper,CHI,1,2007,0
Ron Harper,CHI,1,2006,0
Ron Harper,CHI,1,2005,0
Ron Harper,CHI,1,2004,0
Ron Harper,CHI,1,2003,0
Ron Harper,CHI,1,2002,0
Ron Harper,CHI,1,2001,0
Ron Harper,CHI,1,2000,0
Ron Harper,CHI,1,1999,5280000
Ron Harper,CHI,1,1998,4560000
Ron Mercer,CHI,2,2018,0
Ron Mercer,CHI,2,2017,0
Ron Mercer,CHI,2,2016,0
Ron Mercer,CHI,2,2015,0
Ron Mercer,CHI,2,2014,0
Ron Mercer,CHI,2,2013,0
Ron Mercer,CHI,2,2012,0
Ron Mercer,CHI,2,2011,0
Ron Mercer,CHI,2,2010,0
Ron Mercer,CHI,2,2009,0
Ron Mercer,CHI,2,2008,0
Ron Mercer,CHI,2,2007,0
Ron Mercer,CHI,2,2006,0
Ron Mercer,CHI,2,2005,0
Ron Mercer,CHI,2,2004,0
Ron Mercer,CHI,2,2003,0
Ron Mercer,CHI,2,2002,6750000
Ron Mercer,CHI,2,2001,5520000
Ron Mercer,CHI,2,2000,0
Ron Mercer,CHI,2,1999,0
Ron Mercer,CHI,2,1998,0
Ronald Murray,CHI,2,2018,0
Ronald Murray,CHI,2,2017,0
Ronald Murray,CHI,2,2016,0
Ronald Murray,CHI,2,2015,0
Ronald Murray,CHI,2,2014,0
Ronald Murray,CHI,2,2013,0
Ronald Murray,CHI,2,2012,0
Ronald Murray,CHI,2,2011,0
Ronald Murray,CHI,2,2010,1990000
Ronald Murray,CHI,2,2009,0
Ronald Murray,CHI,2,2008,0
Ronald Murray,CHI,2,2007,0
Ronald Murray,CHI,2,2006,0
Ronald Murray,CHI,2,2005,0
Ronald Murray,CHI,2,2004,0
Ronald Murray,CHI,2,2003,0
Ronald Murray,CHI,2,2002,0
Ronald Murray,CHI,2,2001,0
Ronald Murray,CHI,2,2000,0
Ronald Murray,CHI,2,1999,0
Ronald Murray,CHI,2,1998,0
Ronnie Brewer,CHI,2,2018,0
Ronnie Brewer,CHI,2,2017,0
Ronnie Brewer,CHI,2,2016,0
Ronnie Brewer,CHI,2,2015,0
Ronnie Brewer,CHI,2,2014,0
Ronnie Brewer,CHI,2,2013,0
Ronnie Brewer,CHI,2,2012,4710000
Ronnie Brewer,CHI,2,2011,4790000
Ronnie Brewer,CHI,2,2010,0
Ronnie Brewer,CHI,2,2009,0
Ronnie Brewer,CHI,2,2008,0
Ronnie Brewer,CHI,2,2007,0
Ronnie Brewer,CHI,2,2006,0
Ronnie Brewer,CHI,2,2005,0
Ronnie Brewer,CHI,2,2004,0
Ronnie Brewer,CHI,2,2003,0
Ronnie Brewer,CHI,2,2002,0
Ronnie Brewer,CHI,2,2001,0
Ronnie Brewer,CHI,2,2000,0
Ronnie Brewer,CHI,2,1999,0
Ronnie Brewer,CHI,2,1998,0
Roy Rogers,CHI,4,2018,0
Roy Rogers,CHI,4,2017,0
Roy Rogers,CHI,4,2016,0
Roy Rogers,CHI,4,2015,0
Roy Rogers,CHI,4,2014,0
Roy Rogers,CHI,4,2013,0
Roy Rogers,CHI,4,2012,0
Roy Rogers,CHI,4,2011,0
Roy Rogers,CHI,4,2010,0
Roy Rogers,CHI,4,2009,0
Roy Rogers,CHI,4,2008,0
Roy Rogers,CHI,4,2007,0
Roy Rogers,CHI,4,2006,0
Roy Rogers,CHI,4,2005,0
Roy Rogers,CHI,4,2004,0
Roy Rogers,CHI,4,2003,0
Roy Rogers,CHI,4,2002,0
Roy Rogers,CHI,4,2001,0
Roy Rogers,CHI,4,2000,0
Roy Rogers,CHI,4,1999,862560
Roy Rogers,CHI,4,1998,0
Scott Burrell,CHI,3,2018,0
Scott Burrell,CHI,3,2017,0
Scott Burrell,CHI,3,2016,0
Scott Burrell,CHI,3,2015,0
Scott Burrell,CHI,3,2014,0
Scott Burrell,CHI,3,2013,0
Scott Burrell,CHI,3,2012,0
Scott Burrell,CHI,3,2011,0
Scott Burrell,CHI,3,2010,0
Scott Burrell,CHI,3,2009,0
Scott Burrell,CHI,3,2008,0
Scott Burrell,CHI,3,2007,0
Scott Burrell,CHI,3,2006,0
Scott Burrell,CHI,3,2005,0
Scott Burrell,CHI,3,2004,0
Scott Burrell,CHI,3,2003,0
Scott Burrell,CHI,3,2002,0
Scott Burrell,CHI,3,2001,0
Scott Burrell,CHI,3,2000,0
Scott Burrell,CHI,3,1999,0
Scott Burrell,CHI,3,1998,1430000
Scottie Pippen,CHI,3,2018,0
Scottie Pippen,CHI,3,2017,0
Scottie Pippen,CHI,3,2016,0
Scottie Pippen,CHI,3,2015,0
Scottie Pippen,CHI,3,2014,0
Scottie Pippen,CHI,3,2013,0
Scottie Pippen,CHI,3,2012,0
Scottie Pippen,CHI,3,2011,0
Scottie Pippen,CHI,3,2010,0
Scottie Pippen,CHI,3,2009,0
Scottie Pippen,CHI,3,2008,0
Scottie Pippen,CHI,3,2007,0
Scottie Pippen,CHI,3,2006,0
Scottie Pippen,CHI,3,2005,5408700
Scottie Pippen,CHI,3,2004,4917000
Scottie Pippen,CHI,3,2003,0
Scottie Pippen,CHI,3,2002,0
Scottie Pippen,CHI,3,2001,0
Scottie Pippen,CHI,3,2000,0
Scottie Pippen,CHI,3,1999,0
Scottie Pippen,CHI,3,1998,2775000
Shannon Brown,CHI,2,2018,0
Shannon Brown,CHI,2,2017,0
Shannon Brown,CHI,2,2016,0
Shannon Brown,CHI,2,2015,0
Shannon Brown,CHI,2,2014,0
Shannon Brown,CHI,2,2013,0
Shannon Brown,CHI,2,2012,0
Shannon Brown,CHI,2,2011,0
Shannon Brown,CHI,2,2010,0
Shannon Brown,CHI,2,2009,0
Shannon Brown,CHI,2,2008,1044120
Shannon Brown,CHI,2,2007,0
Shannon Brown,CHI,2,2006,0
Shannon Brown,CHI,2,2005,0
Shannon Brown,CHI,2,2004,0
Shannon Brown,CHI,2,2003,0
Shannon Brown,CHI,2,2002,0
Shannon Brown,CHI,2,2001,0
Shannon Brown,CHI,2,2000,0
Shannon Brown,CHI,2,1999,0
Shannon Brown,CHI,2,1998,0
Soumaila Samake,CHI,5,2018,0
Soumaila Samake,CHI,5,2017,0
Soumaila Samake,CHI,5,2016,0
Soumaila Samake,CHI,5,2015,0
Soumaila Samake,CHI,5,2014,0
Soumaila Samake,CHI,5,2013,0
Soumaila Samake,CHI,5,2012,0
Soumaila Samake,CHI,5,2011,0
Soumaila Samake,CHI,5,2010,0
Soumaila Samake,CHI,5,2009,0
Soumaila Samake,CHI,5,2008,0
Soumaila Samake,CHI,5,2007,0
Soumaila Samake,CHI,5,2006,0
Soumaila Samake,CHI,5,2005,0
Soumaila Samake,CHI,5,2004,0
Soumaila Samake,CHI,5,2003,0
Soumaila Samake,CHI,5,2002,465850
Soumaila Samake,CHI,5,2001,0
Soumaila Samake,CHI,5,2000,0
Soumaila Samake,CHI,5,1999,0
Soumaila Samake,CHI,5,1998,0
Steve Kerr,CHI,1,2018,0
Steve Kerr,CHI,1,2017,0
Steve Kerr,CHI,1,2016,0
Steve Kerr,CHI,1,2015,0
Steve Kerr,CHI,1,2014,0
Steve Kerr,CHI,1,2013,0
Steve Kerr,CHI,1,2012,0
Steve Kerr,CHI,1,2011,0
Steve Kerr,CHI,1,2010,0
Steve Kerr,CHI,1,2009,0
Steve Kerr,CHI,1,2008,0
Steve Kerr,CHI,1,2007,0
Steve Kerr,CHI,1,2006,0
Steve Kerr,CHI,1,2005,0
Steve Kerr,CHI,1,2004,0
Steve Kerr,CHI,1,2003,0
Steve Kerr,CHI,1,2002,0
Steve Kerr,CHI,1,2001,0
Steve Kerr,CHI,1,2000,0
Steve Kerr,CHI,1,1999,0
Steve Kerr,CHI,1,1998,750000
Taj Gibson,CHI,4,2018,0
Taj Gibson,CHI,4,2017,8950000
Taj Gibson,CHI,4,2016,8500000
Taj Gibson,CHI,4,2015,8000000
Taj Gibson,CHI,4,2014,7550000
Taj Gibson,CHI,4,2013,2155811
Taj Gibson,CHI,4,2012,1195680
Taj Gibson,CHI,4,2011,1117680
Taj Gibson,CHI,4,2010,1039800
Taj Gibson,CHI,4,2009,0
Taj Gibson,CHI,4,2008,0
Taj Gibson,CHI,4,2007,0
Taj Gibson,CHI,4,2006,0
Taj Gibson,CHI,4,2005,0
Taj Gibson,CHI,4,2004,0
Taj Gibson,CHI,4,2003,0
Taj Gibson,CHI,4,2002,0
Taj Gibson,CHI,4,2001,0
Taj Gibson,CHI,4,2000,0
Taj Gibson,CHI,4,1999,0
Taj Gibson,CHI,4,1998,0
Thabo Sefolosha,CHI,2,2018,0
Thabo Sefolosha,CHI,2,2017,0
Thabo Sefolosha,CHI,2,2016,0
Thabo Sefolosha,CHI,2,2015,0
Thabo Sefolosha,CHI,2,2014,0
Thabo Sefolosha,CHI,2,2013,0
Thabo Sefolosha,CHI,2,2012,0
Thabo Sefolosha,CHI,2,2011,0
Thabo Sefolosha,CHI,2,2010,0
Thabo Sefolosha,CHI,2,2009,0
Thabo Sefolosha,CHI,2,2008,1805160
Thabo Sefolosha,CHI,2,2007,1679280
Thabo Sefolosha,CHI,2,2006,0
Thabo Sefolosha,CHI,2,2005,0
Thabo Sefolosha,CHI,2,2004,0
Thabo Sefolosha,CHI,2,2003,0
Thabo Sefolosha,CHI,2,2002,0
Thabo Sefolosha,CHI,2,2001,0
Thabo Sefolosha,CHI,2,2000,0
Thabo Sefolosha,CHI,2,1999,0
Thabo Sefolosha,CHI,2,1998,0
Tim Thomas,CHI,3,2018,0
Tim Thomas,CHI,3,2017,0
Tim Thomas,CHI,3,2016,0
Tim Thomas,CHI,3,2015,0
Tim Thomas,CHI,3,2014,0
Tim Thomas,CHI,3,2013,0
Tim Thomas,CHI,3,2012,0
Tim Thomas,CHI,3,2011,0
Tim Thomas,CHI,3,2010,6466600
Tim Thomas,CHI,3,2009,6049400
Tim Thomas,CHI,3,2008,0
Tim Thomas,CHI,3,2007,0
Tim Thomas,CHI,3,2006,13975000
Tim Thomas,CHI,3,2005,0
Tim Thomas,CHI,3,2004,0
Tim Thomas,CHI,3,2003,0
Tim Thomas,CHI,3,2002,0
Tim Thomas,CHI,3,2001,0
Tim Thomas,CHI,3,2000,0
Tim Thomas,CHI,3,1999,0
Tim Thomas,CHI,3,1998,0
Tommy Smith,CHI,3,2018,0
Tommy Smith,CHI,3,2017,0
Tommy Smith,CHI,3,2016,0
Tommy Smith,CHI,3,2015,0
Tommy Smith,CHI,3,2014,0
Tommy Smith,CHI,3,2013,0
Tommy Smith,CHI,3,2012,0
Tommy Smith,CHI,3,2011,0
Tommy Smith,CHI,3,2010,0
Tommy Smith,CHI,3,2009,0
Tommy Smith,CHI,3,2008,0
Tommy Smith,CHI,3,2007,0
Tommy Smith,CHI,3,2006,0
Tommy Smith,CHI,3,2005,620046
Tommy Smith,CHI,3,2004,0
Tommy Smith,CHI,3,2003,0
Tommy Smith,CHI,3,2002,0
Tommy Smith,CHI,3,2001,0
Tommy Smith,CHI,3,2000,0
Tommy Smith,CHI,3,1999,0
Tommy Smith,CHI,3,1998,0
Toni Kukoc,CHI,3,2018,0
Toni Kukoc,CHI,3,2017,0
Toni Kukoc,CHI,3,2016,0
Toni Kukoc,CHI,3,2015,0
Toni Kukoc,CHI,3,2014,0
Toni Kukoc,CHI,3,2013,0
Toni Kukoc,CHI,3,2012,0
Toni Kukoc,CHI,3,2011,0
Toni Kukoc,CHI,3,2010,0
Toni Kukoc,CHI,3,2009,0
Toni Kukoc,CHI,3,2008,0
Toni Kukoc,CHI,3,2007,0
Toni Kukoc,CHI,3,2006,0
Toni Kukoc,CHI,3,2005,0
Toni Kukoc,CHI,3,2004,0
Toni Kukoc,CHI,3,2003,0
Toni Kukoc,CHI,3,2002,0
Toni Kukoc,CHI,3,2001,0
Toni Kukoc,CHI,3,2000,0
Toni Kukoc,CHI,3,1999,4610000
Toni Kukoc,CHI,3,1998,4560000
Tony Snell,CHI,2,2018,0
Tony Snell,CHI,2,2017,2368327
Tony Snell,CHI,2,2016,1535880
Tony Snell,CHI,2,2015,1472400
Tony Snell,CHI,2,2014,1409040
Tony Snell,CHI,2,2013,0
Tony Snell,CHI,2,2012,0
Tony Snell,CHI,2,2011,0
Tony Snell,CHI,2,2010,0
Tony Snell,CHI,2,2009,0
Tony Snell,CHI,2,2008,0
Tony Snell,CHI,2,2007,0
Tony Snell,CHI,2,2006,0
Tony Snell,CHI,2,2005,0
Tony Snell,CHI,2,2004,0
Tony Snell,CHI,2,2003,0
Tony Snell,CHI,2,2002,0
Tony Snell,CHI,2,2001,0
Tony Snell,CHI,2,2000,0
Tony Snell,CHI,2,1999,0
Tony Snell,CHI,2,1998,0
Trenton Hassell,CHI,2,2018,0
Trenton Hassell,CHI,2,2017,0
Trenton Hassell,CHI,2,2016,0
Trenton Hassell,CHI,2,2015,0
Trenton Hassell,CHI,2,2014,0
Trenton Hassell,CHI,2,2013,0
Trenton Hassell,CHI,2,2012,0
Trenton Hassell,CHI,2,2011,0
Trenton Hassell,CHI,2,2010,0
Trenton Hassell,CHI,2,2009,0
Trenton Hassell,CHI,2,2008,0
Trenton Hassell,CHI,2,2007,0
Trenton Hassell,CHI,2,2006,0
Trenton Hassell,CHI,2,2005,0
Trenton Hassell,CHI,2,2004,0
Trenton Hassell,CHI,2,2003,512435
Trenton Hassell,CHI,2,2002,332817
Trenton Hassell,CHI,2,2001,0
Trenton Hassell,CHI,2,2000,0
Trenton Hassell,CHI,2,1999,0
Trenton Hassell,CHI,2,1998,0
Tyrus Thomas,CHI,4,2018,0
Tyrus Thomas,CHI,4,2017,0
Tyrus Thomas,CHI,4,2016,0
Tyrus Thomas,CHI,4,2015,0
Tyrus Thomas,CHI,4,2014,0
Tyrus Thomas,CHI,4,2013,0
Tyrus Thomas,CHI,4,2012,0
Tyrus Thomas,CHI,4,2011,0
Tyrus Thomas,CHI,4,2010,0
Tyrus Thomas,CHI,4,2009,3749880
Tyrus Thomas,CHI,4,2008,3505320
Tyrus Thomas,CHI,4,2007,3260760
Tyrus Thomas,CHI,4,2006,0
Tyrus Thomas,CHI,4,2005,0
Tyrus Thomas,CHI,4,2004,0
Tyrus Thomas,CHI,4,2003,0
Tyrus Thomas,CHI,4,2002,0
Tyrus Thomas,CHI,4,2001,0
Tyrus Thomas,CHI,4,2000,0
Tyrus Thomas,CHI,4,1999,0
Tyrus Thomas,CHI,4,1998,0
Tyson Chandler,CHI,5,2018,0
Tyson Chandler,CHI,5,2017,0
Tyson Chandler,CHI,5,2016,0
Tyson Chandler,CHI,5,2015,0
Tyson Chandler,CHI,5,2014,0
Tyson Chandler,CHI,5,2013,0
Tyson Chandler,CHI,5,2012,0
Tyson Chandler,CHI,5,2011,0
Tyson Chandler,CHI,5,2010,0
Tyson Chandler,CHI,5,2009,0
Tyson Chandler,CHI,5,2008,0
Tyson Chandler,CHI,5,2007,0
Tyson Chandler,CHI,5,2006,9000000
Tyson Chandler,CHI,5,2005,4801102
Tyson Chandler,CHI,5,2004,3804360
Tyson Chandler,CHI,5,2003,3556200
Tyson Chandler,CHI,5,2002,3308160
Tyson Chandler,CHI,5,2001,0
Tyson Chandler,CHI,5,2000,0
Tyson Chandler,CHI,5,1999,0
Tyson Chandler,CHI,5,1998,0
Viktor Khryapa,CHI,3,2018,0
Viktor Khryapa,CHI,3,2017,0
Viktor Khryapa,CHI,3,2016,0
Viktor Khryapa,CHI,3,2015,0
Viktor Khryapa,CHI,3,2014,0
Viktor Khryapa,CHI,3,2013,0
Viktor Khryapa,CHI,3,2012,0
Viktor Khryapa,CHI,3,2011,0
