player,team,position,year,salary
Jannero Pargo,CHI,1,1999,0
Jannero Pargo,CHI,1,1998,0
Jason Caffey,CHI,4,2018,0
Jason Caffey,CHI,4,2017,0
Jason Caffey,CHI,4,2016,0
Jason Caffey,CHI,4,2015,0
Jason Caffey,CHI,4,2014,0
Jason Caffey,CHI,4,2013,0
Jason Caffey,CHI,4,2012,0
Jason Caffey,CHI,4,2011,0
Jason Caffey,CHI,4,2010,0
Jason Caffey,CHI,4,2009,0
Jason Caffey,CHI,4,2008,0
Jason Caffey,CHI,4,2007,0
Jason Caffey,CHI,4,2006,0
Jason Caffey,CHI,4,2005,0
Jason Caffey,CHI,4,2004,0
Jason Caffey,CHI,4,2003,0
Jason Caffey,CHI,4,2002,0
Jason Caffey,CHI,4,2001,0
Jason Caffey,CHI,4,2000,0
Jason Caffey,CHI,4,1999,0
Jason Caffey,CHI,4,1998,850920
Jay Williams,CHI,1,2018,0
Jay Williams,CHI,1,2017,0
Jay Williams,CHI,1,2016,0
Jay Williams,CHI,1,2015,0
Jay Williams,CHI,1,2014,0
Jay Williams,CHI,1,2013,0
Jay Williams,CHI,1,2012,0
Jay Williams,CHI,1,2011,0
Jay Williams,CHI,1,2010,0
Jay Williams,CHI,1,2009,0
Jay Williams,CHI,1,2008,0
Jay Williams,CHI,1,2007,0
Jay Williams,CHI,1,2006,0
Jay Williams,CHI,1,2005,1550551
Jay Williams,CHI,1,2004,3710880
Jay Williams,CHI,1,2003,3451920
Jay Williams,CHI,1,2002,0
Jay Williams,CHI,1,2001,0
Jay Williams,CHI,1,2000,0
Jay Williams,CHI,1,1999,0
Jay Williams,CHI,1,1998,0
Jeff Sanders,CHI,3,2018,0
Jeff Sanders,CHI,3,2017,0
Jeff Sanders,CHI,3,2016,0
Jeff Sanders,CHI,3,2015,0
Jeff Sanders,CHI,3,2014,0
Jeff Sanders,CHI,3,2013,0
Jeff Sanders,CHI,3,2012,0
Jeff Sanders,CHI,3,2011,0
Jeff Sanders,CHI,3,2010,0
Jeff Sanders,CHI,3,2009,0
Jeff Sanders,CHI,3,2008,0
Jeff Sanders,CHI,3,2007,0
Jeff Sanders,CHI,3,2006,0
Jeff Sanders,CHI,3,2005,0
Jeff Sanders,CHI,3,2004,0
Jeff Sanders,CHI,3,2003,0
Jeff Sanders,CHI,3,2002,0
Jeff Sanders,CHI,3,2001,0
Jeff Sanders,CHI,3,2000,0
Jeff Sanders,CHI,3,1999,475000
Jeff Sanders,CHI,3,1998,0
Jermaine Jackson,CHI,2,2018,0
Jermaine Jackson,CHI,2,2017,0
Jermaine Jackson,CHI,2,2016,0
Jermaine Jackson,CHI,2,2015,0
Jermaine Jackson,CHI,2,2014,0
Jermaine Jackson,CHI,2,2013,0
Jermaine Jackson,CHI,2,2012,0
Jermaine Jackson,CHI,2,2011,0
Jermaine Jackson,CHI,2,2010,0
Jermaine Jackson,CHI,2,2009,0
Jermaine Jackson,CHI,2,2008,0
Jermaine Jackson,CHI,2,2007,0
Jermaine Jackson,CHI,2,2006,771123
Jermaine Jackson,CHI,2,2005,0
Jermaine Jackson,CHI,2,2004,0
Jermaine Jackson,CHI,2,2003,0
Jermaine Jackson,CHI,2,2002,0
Jermaine Jackson,CHI,2,2001,0
Jermaine Jackson,CHI,2,2000,0
Jermaine Jackson,CHI,2,1999,0
Jermaine Jackson,CHI,2,1998,0
Jerome James,CHI,5,2018,0
Jerome James,CHI,5,2017,0
Jerome James,CHI,5,2016,0
Jerome James,CHI,5,2015,0
Jerome James,CHI,5,2014,0
Jerome James,CHI,5,2013,0
Jerome James,CHI,5,2012,0
Jerome James,CHI,5,2011,0
Jerome James,CHI,5,2010,6600000
Jerome James,CHI,5,2009,6200000
Jerome James,CHI,5,2008,0
Jerome James,CHI,5,2007,0
Jerome James,CHI,5,2006,0
Jerome James,CHI,5,2005,0
Jerome James,CHI,5,2004,0
Jerome James,CHI,5,2003,0
Jerome James,CHI,5,2002,0
Jerome James,CHI,5,2001,0
Jerome James,CHI,5,2000,0
Jerome James,CHI,5,1999,0
Jerome James,CHI,5,1998,0
Jerome Williams,CHI,4,2018,0
Jerome Williams,CHI,4,2017,0
Jerome Williams,CHI,4,2016,0
Jerome Williams,CHI,4,2015,0
Jerome Williams,CHI,4,2014,0
Jerome Williams,CHI,4,2013,0
Jerome Williams,CHI,4,2012,0
Jerome Williams,CHI,4,2011,0
Jerome Williams,CHI,4,2010,0
Jerome Williams,CHI,4,2009,0
Jerome Williams,CHI,4,2008,0
Jerome Williams,CHI,4,2007,0
Jerome Williams,CHI,4,2006,0
Jerome Williams,CHI,4,2005,0
Jerome Williams,CHI,4,2004,5987500
Jerome Williams,CHI,4,2003,0
Jerome Williams,CHI,4,2002,0
Jerome Williams,CHI,4,2001,0
Jerome Williams,CHI,4,2000,0
Jerome Williams,CHI,4,1999,0
Jerome Williams,CHI,4,1998,0
Jimmy Butler,CHI,3,2018,0
Jimmy Butler,CHI,3,2017,0
Jimmy Butler,CHI,3,2016,0
Jimmy Butler,CHI,3,2015,2008748
Jimmy Butler,CHI,3,2014,1112880
Jimmy Butler,CHI,3,2013,1097520
Jimmy Butler,CHI,3,2012,1020960
Jimmy Butler,CHI,3,2011,0
Jimmy Butler,CHI,3,2010,0
Jimmy Butler,CHI,3,2009,0
Jimmy Butler,CHI,3,2008,0
Jimmy Butler,CHI,3,2007,0
Jimmy Butler,CHI,3,2006,0
Jimmy Butler,CHI,3,2005,0
Jimmy Butler,CHI,3,2004,0
Jimmy Butler,CHI,3,2003,0
Jimmy Butler,CHI,3,2002,0
Jimmy Butler,CHI,3,2001,0
Jimmy Butler,CHI,3,2000,0
Jimmy Butler,CHI,3,1999,0
Jimmy Butler,CHI,3,1998,0
Joakim Noah,CHI,5,2018,0
Joakim Noah,CHI,5,2017,0
Joakim Noah,CHI,5,2016,13400000
Joakim Noah,CHI,5,2015,12200000
Joakim Noah,CHI,5,2014,11100000
Joakim Noah,CHI,5,2013,11300000
Joakim Noah,CHI,5,2012,12000000
Joakim Noah,CHI,5,2011,3128536
Joakim Noah,CHI,5,2010,2455680
Joakim Noah,CHI,5,2009,2295480
Joakim Noah,CHI,5,2008,2135400
Joakim Noah,CHI,5,2007,0
Joakim Noah,CHI,5,2006,0
Joakim Noah,CHI,5,2005,0
Joakim Noah,CHI,5,2004,0
Joakim Noah,CHI,5,2003,0
Joakim Noah,CHI,5,2002,0
Joakim Noah,CHI,5,2001,0
Joakim Noah,CHI,5,2000,0
Joakim Noah,CHI,5,1999,0
Joakim Noah,CHI,5,1998,0
Joe Alexander,CHI,3,2018,0
Joe Alexander,CHI,3,2017,0
Joe Alexander,CHI,3,2016,0
Joe Alexander,CHI,3,2015,0
Joe Alexander,CHI,3,2014,0
Joe Alexander,CHI,3,2013,0
Joe Alexander,CHI,3,2012,0
Joe Alexander,CHI,3,2011,0
Joe Alexander,CHI,3,2010,2583360
Joe Alexander,CHI,3,2009,0
Joe Alexander,CHI,3,2008,0
Joe Alexander,CHI,3,2007,0
Joe Alexander,CHI,3,2006,0
Joe Alexander,CHI,3,2005,0
Joe Alexander,CHI,3,2004,0
Joe Alexander,CHI,3,2003,0
Joe Alexander,CHI,3,2002,0
Joe Alexander,CHI,3,2001,0
Joe Alexander,CHI,3,2000,0
Joe Alexander,CHI,3,1999,0
Joe Alexander,CHI,3,1998,0
John Lucas,CHI,1,2018,0
John Lucas,CHI,1,2017,0
John Lucas,CHI,1,2016,0
John Lucas,CHI,1,2015,0
John Lucas,CHI,1,2014,0
John Lucas,CHI,1,2013,0
John Lucas,CHI,1,2012,915852
John Lucas,CHI,1,2011,208264
John Lucas,CHI,1,2010,0
John Lucas,CHI,1,2009,0
John Lucas,CHI,1,2008,0
John Lucas,CHI,1,2007,0
John Lucas,CHI,1,2006,0
John Lucas,CHI,1,2005,0
John Lucas,CHI,1,2004,0
John Lucas,CHI,1,2003,0
John Lucas,CHI,1,2002,0
John Lucas,CHI,1,2001,0
John Lucas,CHI,1,2000,0
John Lucas,CHI,1,1999,0
John Lucas,CHI,1,1998,0
John Salmons,CHI,2,2018,0
John Salmons,CHI,2,2017,0
John Salmons,CHI,2,2016,0
John Salmons,CHI,2,2015,0
John Salmons,CHI,2,2014,0
John Salmons,CHI,2,2013,0
John Salmons,CHI,2,2012,0
John Salmons,CHI,2,2011,0
John Salmons,CHI,2,2010,0
John Salmons,CHI,2,2009,5104000
John Salmons,CHI,2,2008,0
John Salmons,CHI,2,2007,0
John Salmons,CHI,2,2006,0
John Salmons,CHI,2,2005,0
John Salmons,CHI,2,2004,0
John Salmons,CHI,2,2003,0
John Salmons,CHI,2,2002,0
John Salmons,CHI,2,2001,0
John Salmons,CHI,2,2000,0
John Salmons,CHI,2,1999,0
John Salmons,CHI,2,1998,0
John Starks,CHI,2,2018,0
John Starks,CHI,2,2017,0
John Starks,CHI,2,2016,0
John Starks,CHI,2,2015,0
John Starks,CHI,2,2014,0
John Starks,CHI,2,2013,0
John Starks,CHI,2,2012,0
John Starks,CHI,2,2011,0
John Starks,CHI,2,2010,0
John Starks,CHI,2,2009,0
John Starks,CHI,2,2008,0
John Starks,CHI,2,2007,0
John Starks,CHI,2,2006,0
John Starks,CHI,2,2005,0
John Starks,CHI,2,2004,0
John Starks,CHI,2,2003,0
John Starks,CHI,2,2002,0
John Starks,CHI,2,2001,0
John Starks,CHI,2,2000,4000000
John Starks,CHI,2,1999,0
John Starks,CHI,2,1998,0
Jud Buechler,CHI,3,2018,0
Jud Buechler,CHI,3,2017,0
Jud Buechler,CHI,3,2016,0
Jud Buechler,CHI,3,2015,0
Jud Buechler,CHI,3,2014,0
Jud Buechler,CHI,3,2013,0
Jud Buechler,CHI,3,2012,0
Jud Buechler,CHI,3,2011,0
Jud Buechler,CHI,3,2010,0
Jud Buechler,CHI,3,2009,0
Jud Buechler,CHI,3,2008,0
Jud Buechler,CHI,3,2007,0
Jud Buechler,CHI,3,2006,0
Jud Buechler,CHI,3,2005,0
Jud Buechler,CHI,3,2004,0
Jud Buechler,CHI,3,2003,0
Jud Buechler,CHI,3,2002,0
Jud Buechler,CHI,3,2001,0
Jud Buechler,CHI,3,2000,0
Jud Buechler,CHI,3,1999,0
Jud Buechler,CHI,3,1998,500000
Keith Bogans,CHI,2,2018,0
Keith Bogans,CHI,2,2017,0
Keith Bogans,CHI,2,2016,0
Keith Bogans,CHI,2,2015,0
Keith Bogans,CHI,2,2014,0
Keith Bogans,CHI,2,2013,0
Keith Bogans,CHI,2,2012,0
Keith Bogans,CHI,2,2011,1600000
Keith Bogans,CHI,2,2010,0
Keith Bogans,CHI,2,2009,0
Keith Bogans,CHI,2,2008,0
Keith Bogans,CHI,2,2007,0
Keith Bogans,CHI,2,2006,0
Keith Bogans,CHI,2,2005,0
Keith Bogans,CHI,2,2004,0
Keith Bogans,CHI,2,2003,0
Keith Bogans,CHI,2,2002,0
Keith Bogans,CHI,2,2001,0
Keith Bogans,CHI,2,2000,0
Keith Bogans,CHI,2,1999,0
Keith Bogans,CHI,2,1998,0
Keith Booth,CHI,3,2018,0
Keith Booth,CHI,3,2017,0
Keith Booth,CHI,3,2016,0
Keith Booth,CHI,3,2015,0
Keith Booth,CHI,3,2014,0
Keith Booth,CHI,3,2013,0
Keith Booth,CHI,3,2012,0
Keith Booth,CHI,3,2011,0
Keith Booth,CHI,3,2010,0
Keith Booth,CHI,3,2009,0
Keith Booth,CHI,3,2008,0
Keith Booth,CHI,3,2007,0
Keith Booth,CHI,3,2006,0
Keith Booth,CHI,3,2005,0
Keith Booth,CHI,3,2004,0
Keith Booth,CHI,3,2003,0
Keith Booth,CHI,3,2002,0
Keith Booth,CHI,3,2001,0
Keith Booth,CHI,3,2000,776880
Keith Booth,CHI,3,1999,687240
Keith Booth,CHI,3,1998,597600
Kendall Gill,CHI,2,2018,0
Kendall Gill,CHI,2,2017,0
Kendall Gill,CHI,2,2016,0
Kendall Gill,CHI,2,2015,0
Kendall Gill,CHI,2,2014,0
Kendall Gill,CHI,2,2013,0
Kendall Gill,CHI,2,2012,0
Kendall Gill,CHI,2,2011,0
Kendall Gill,CHI,2,2010,0
Kendall Gill,CHI,2,2009,0
Kendall Gill,CHI,2,2008,0
Kendall Gill,CHI,2,2007,0
Kendall Gill,CHI,2,2006,0
Kendall Gill,CHI,2,2005,0
Kendall Gill,CHI,2,2004,1070000
Kendall Gill,CHI,2,2003,0
Kendall Gill,CHI,2,2002,0
Kendall Gill,CHI,2,2001,0
Kendall Gill,CHI,2,2000,0
Kendall Gill,CHI,2,1999,0
Kendall Gill,CHI,2,1998,0
Kevin Ollie,CHI,1,2018,0
Kevin Ollie,CHI,1,2017,0
Kevin Ollie,CHI,1,2016,0
Kevin Ollie,CHI,1,2015,0
Kevin Ollie,CHI,1,2014,0
Kevin Ollie,CHI,1,2013,0
Kevin Ollie,CHI,1,2012,0
Kevin Ollie,CHI,1,2011,0
Kevin Ollie,CHI,1,2010,0
Kevin Ollie,CHI,1,2009,0
Kevin Ollie,CHI,1,2008,0
Kevin Ollie,CHI,1,2007,0
Kevin Ollie,CHI,1,2006,0
Kevin Ollie,CHI,1,2005,0
Kevin Ollie,CHI,1,2004,0
Kevin Ollie,CHI,1,2003,0
Kevin Ollie,CHI,1,2002,590850
Kevin Ollie,CHI,1,2001,0
Kevin Ollie,CHI,1,2000,0
Kevin Ollie,CHI,1,1999,0
Kevin Ollie,CHI,1,1998,0
Kirk Hinrich,CHI,1,2018,0
Kirk Hinrich,CHI,1,2017,0
Kirk Hinrich,CHI,1,2016,0
Kirk Hinrich,CHI,1,2015,0
Kirk Hinrich,CHI,1,2014,4059000
Kirk Hinrich,CHI,1,2013,3941000
Kirk Hinrich,CHI,1,2012,0
Kirk Hinrich,CHI,1,2011,0
Kirk Hinrich,CHI,1,2010,9500000
Kirk Hinrich,CHI,1,2009,10000000
Kirk Hinrich,CHI,1,2008,11250000
Kirk Hinrich,CHI,1,2007,3192628
Kirk Hinrich,CHI,1,2006,2513880
Kirk Hinrich,CHI,1,2005,2349840
Kirk Hinrich,CHI,1,2004,2185920
Kirk Hinrich,CHI,1,2003,0
Kirk Hinrich,CHI,1,2002,0
Kirk Hinrich,CHI,1,2001,0
Kirk Hinrich,CHI,1,2000,0
Kirk Hinrich,CHI,1,1999,0
Kirk Hinrich,CHI,1,1998,0
Kornel David,CHI,3,2018,0
Kornel David,CHI,3,2017,0
Kornel David,CHI,3,2016,0
Kornel David,CHI,3,2015,0
Kornel David,CHI,3,2014,0
Kornel David,CHI,3,2013,0
Kornel David,CHI,3,2012,0
Kornel David,CHI,3,2011,0
Kornel David,CHI,3,2010,0
Kornel David,CHI,3,2009,0
Kornel David,CHI,3,2008,0
Kornel David,CHI,3,2007,0
Kornel David,CHI,3,2006,0
Kornel David,CHI,3,2005,0
Kornel David,CHI,3,2004,0
Kornel David,CHI,3,2003,0
Kornel David,CHI,3,2002,0
Kornel David,CHI,3,2001,0
Kornel David,CHI,3,2000,175882
Kornel David,CHI,3,1999,287500
Kornel David,CHI,3,1998,0
Kurt Thomas,CHI,4,2018,0
Kurt Thomas,CHI,4,2017,0
Kurt Thomas,CHI,4,2016,0
Kurt Thomas,CHI,4,2015,0
Kurt Thomas,CHI,4,2014,0
Kurt Thomas,CHI,4,2013,0
Kurt Thomas,CHI,4,2012,0
Kurt Thomas,CHI,4,2011,1352181
Kurt Thomas,CHI,4,2010,0
Kurt Thomas,CHI,4,2009,0
Kurt Thomas,CHI,4,2008,0
Kurt Thomas,CHI,4,2007,0
Kurt Thomas,CHI,4,2006,0
Kurt Thomas,CHI,4,2005,0
Kurt Thomas,CHI,4,2004,0
Kurt Thomas,CHI,4,2003,0
Kurt Thomas,CHI,4,2002,0
Kurt Thomas,CHI,4,2001,0
Kurt Thomas,CHI,4,2000,0
Kurt Thomas,CHI,4,1999,0
Kurt Thomas,CHI,4,1998,0
Kyle Korver,CHI,3,2018,0
Kyle Korver,CHI,3,2017,0
Kyle Korver,CHI,3,2016,0
Kyle Korver,CHI,3,2015,0
Kyle Korver,CHI,3,2014,0
Kyle Korver,CHI,3,2013,0
Kyle Korver,CHI,3,2012,5000000
Kyle Korver,CHI,3,2011,5000000
Kyle Korver,CHI,3,2010,0
Kyle Korver,CHI,3,2009,0
Kyle Korver,CHI,3,2008,0
Kyle Korver,CHI,3,2007,0
Kyle Korver,CHI,3,2006,0
Kyle Korver,CHI,3,2005,0
Kyle Korver,CHI,3,2004,0
Kyle Korver,CHI,3,2003,0
Kyle Korver,CHI,3,2002,0
Kyle Korver,CHI,3,2001,0
Kyle Korver,CHI,3,2000,0
Kyle Korver,CHI,3,1999,0
Kyle Korver,CHI,3,1998,0
Larry Hughes,CHI,2,2018,0
Larry Hughes,CHI,2,2017,0
Larry Hughes,CHI,2,2016,0
Larry Hughes,CHI,2,2015,0
Larry Hughes,CHI,2,2014,0
Larry Hughes,CHI,2,2013,0
Larry Hughes,CHI,2,2012,0
Larry Hughes,CHI,2,2011,0
Larry Hughes,CHI,2,2010,0
Larry Hughes,CHI,2,2009,0
Larry Hughes,CHI,2,2008,12000084
Larry Hughes,CHI,2,2007,0
Larry Hughes,CHI,2,2006,0
Larry Hughes,CHI,2,2005,0
Larry Hughes,CHI,2,2004,0
Larry Hughes,CHI,2,2003,0
Larry Hughes,CHI,2,2002,0
Larry Hughes,CHI,2,2001,0
Larry Hughes,CHI,2,2000,0
Larry Hughes,CHI,2,1999,0
Larry Hughes,CHI,2,1998,0
Lindsey Hunter,CHI,1,2018,0
Lindsey Hunter,CHI,1,2017,0
Lindsey Hunter,CHI,1,2016,0
Lindsey Hunter,CHI,1,2015,0
Lindsey Hunter,CHI,1,2014,0
Lindsey Hunter,CHI,1,2013,0
Lindsey Hunter,CHI,1,2012,0
Lindsey Hunter,CHI,1,2011,0
Lindsey Hunter,CHI,1,2010,1306455
Lindsey Hunter,CHI,1,2009,1143473
Lindsey Hunter,CHI,1,2008,0
Lindsey Hunter,CHI,1,2007,0
Lindsey Hunter,CHI,1,2006,0
Lindsey Hunter,CHI,1,2005,0
Lindsey Hunter,CHI,1,2004,0
Lindsey Hunter,CHI,1,2003,0
Lindsey Hunter,CHI,1,2002,0
Lindsey Hunter,CHI,1,2001,0
Lindsey Hunter,CHI,1,2000,0
Lindsey Hunter,CHI,1,1999,0
Lindsey Hunter,CHI,1,1998,0
Luc Longley,CHI,5,2018,0
Luc Longley,CHI,5,2017,0
Luc Longley,CHI,5,2016,0
Luc Longley,CHI,5,2015,0
Luc Longley,CHI,5,2014,0
Luc Longley,CHI,5,2013,0
Luc Longley,CHI,5,2012,0
Luc Longley,CHI,5,2011,0
Luc Longley,CHI,5,2010,0
Luc Longley,CHI,5,2009,0
Luc Longley,CHI,5,2008,0
Luc Longley,CHI,5,2007,0
Luc Longley,CHI,5,2006,0
Luc Longley,CHI,5,2005,0
Luc Longley,CHI,5,2004,0
Luc Longley,CHI,5,2003,0
Luc Longley,CHI,5,2002,0
Luc Longley,CHI,5,2001,0
Luc Longley,CHI,5,2000,0
Luc Longley,CHI,5,1999,0
Luc Longley,CHI,5,1998,3184900
Luol Deng,CHI,3,2018,0
Luol Deng,CHI,3,2017,0
Luol Deng,CHI,3,2016,0
Luol Deng,CHI,3,2015,0
Luol Deng,CHI,3,2014,14275000
Luol Deng,CHI,3,2013,13305000
Luol Deng,CHI,3,2012,12325000
Luol Deng,CHI,3,2011,11345000
Luol Deng,CHI,3,2010,10370425
Luol Deng,CHI,3,2009,9385000
Luol Deng,CHI,3,2008,3320339
Luol Deng,CHI,3,2007,2614440
Luol Deng,CHI,3,2006,2443920
Luol Deng,CHI,3,2005,2273400
Luol Deng,CHI,3,2004,0
Luol Deng,CHI,3,2003,0
Luol Deng,CHI,3,2002,0
Luol Deng,CHI,3,2001,0
Luol Deng,CHI,3,2000,0
Luol Deng,CHI,3,1999,0
Luol Deng,CHI,3,1998,0
Malik Allen,CHI,4,2018,0
Malik Allen,CHI,4,2017,0
Malik Allen,CHI,4,2016,0
Malik Allen,CHI,4,2015,0
Malik Allen,CHI,4,2014,0
Malik Allen,CHI,4,2013,0
Malik Allen,CHI,4,2012,0
Malik Allen,CHI,4,2011,0
Malik Allen,CHI,4,2010,0
Malik Allen,CHI,4,2009,0
Malik Allen,CHI,4,2008,0
Malik Allen,CHI,4,2007,1803600
Malik Allen,CHI,4,2006,1670000
Malik Allen,CHI,4,2005,0
Malik Allen,CHI,4,2004,0
Malik Allen,CHI,4,2003,0
Malik Allen,CHI,4,2002,0
Malik Allen,CHI,4,2001,0
Malik Allen,CHI,4,2000,0
Malik Allen,CHI,4,1999,0
Malik Allen,CHI,4,1998,0
Marco Belinelli,CHI,2,2018,0
Marco Belinelli,CHI,2,2017,0
Marco Belinelli,CHI,2,2016,0
Marco Belinelli,CHI,2,2015,0
Marco Belinelli,CHI,2,2014,0
Marco Belinelli,CHI,2,2013,1957000
Marco Belinelli,CHI,2,2012,0
Marco Belinelli,CHI,2,2011,0
Marco Belinelli,CHI,2,2010,0
Marco Belinelli,CHI,2,2009,0
Marco Belinelli,CHI,2,2008,0
Marco Belinelli,CHI,2,2007,0
Marco Belinelli,CHI,2,2006,0
Marco Belinelli,CHI,2,2005,0
Marco Belinelli,CHI,2,2004,0
Marco Belinelli,CHI,2,2003,0
Marco Belinelli,CHI,2,2002,0
Marco Belinelli,CHI,2,2001,0
Marco Belinelli,CHI,2,2000,0
Marco Belinelli,CHI,2,1999,0
Marco Belinelli,CHI,2,1998,0
Marcus Fizer,CHI,4,2018,0
Marcus Fizer,CHI,4,2017,0
Marcus Fizer,CHI,4,2016,0
Marcus Fizer,CHI,4,2015,0
Marcus Fizer,CHI,4,2014,0
Marcus Fizer,CHI,4,2013,0
Marcus Fizer,CHI,4,2012,0
Marcus Fizer,CHI,4,2011,0
Marcus Fizer,CHI,4,2010,0
Marcus Fizer,CHI,4,2009,0
Marcus Fizer,CHI,4,2008,0
Marcus Fizer,CHI,4,2007,0
Marcus Fizer,CHI,4,2006,0
Marcus Fizer,CHI,4,2005,0
Marcus Fizer,CHI,4,2004,3726994
Marcus Fizer,CHI,4,2003,2946240
Marcus Fizer,CHI,4,2002,2754120
Marcus Fizer,CHI,4,2001,2562000
Marcus Fizer,CHI,4,2000,0
Marcus Fizer,CHI,4,1999,0
Marcus Fizer,CHI,4,1998,0
Mark Bryant,CHI,4,2018,0
Mark Bryant,CHI,4,2017,0
Mark Bryant,CHI,4,2016,0
Mark Bryant,CHI,4,2015,0
Mark Bryant,CHI,4,2014,0
Mark Bryant,CHI,4,2013,0
Mark Bryant,CHI,4,2012,0
Mark Bryant,CHI,4,2011,0
Mark Bryant,CHI,4,2010,0
Mark Bryant,CHI,4,2009,0
Mark Bryant,CHI,4,2008,0
Mark Bryant,CHI,4,2007,0
Mark Bryant,CHI,4,2006,0
Mark Bryant,CHI,4,2005,0
Mark Bryant,CHI,4,2004,0
Mark Bryant,CHI,4,2003,0
Mark Bryant,CHI,4,2002,0
Mark Bryant,CHI,4,2001,0
Mark Bryant,CHI,4,2000,0
Mark Bryant,CHI,4,1999,2050000
Mark Bryant,CHI,4,1998,0
Marquis Teague,CHI,1,2018,0
Marquis Teague,CHI,1,2017,0
Marquis Teague,CHI,1,2016,2023261
Marquis Teague,CHI,1,2015,1120920
Marquis Teague,CHI,1,2014,1074720
Marquis Teague,CHI,1,2013,1028400
Marquis Teague,CHI,1,2012,0
Marquis Teague,CHI,1,2011,0
Marquis Teague,CHI,1,2010,0
Marquis Teague,CHI,1,2009,0
Marquis Teague,CHI,1,2008,0
Marquis Teague,CHI,1,2007,0
Marquis Teague,CHI,1,2006,0
Marquis Teague,CHI,1,2005,0
Marquis Teague,CHI,1,2004,0
Marquis Teague,CHI,1,2003,0
Marquis Teague,CHI,1,2002,0
Marquis Teague,CHI,1,2001,0
Marquis Teague,CHI,1,2000,0
Marquis Teague,CHI,1,1999,0
Marquis Teague,CHI,1,1998,0
Martin Muursepp,CHI,4,2018,0
Martin Muursepp,CHI,4,2017,0
Martin Muursepp,CHI,4,2016,0
Martin Muursepp,CHI,4,2015,0
Martin Muursepp,CHI,4,2014,0
Martin Muursepp,CHI,4,2013,0
Martin Muursepp,CHI,4,2012,0
Martin Muursepp,CHI,4,2011,0
Martin Muursepp,CHI,4,2010,0
Martin Muursepp,CHI,4,2009,0
Martin Muursepp,CHI,4,2008,0
Martin Muursepp,CHI,4,2007,0
Martin Muursepp,CHI,4,2006,0
Martin Muursepp,CHI,4,2005,0
Martin Muursepp,CHI,4,2004,0
Martin Muursepp,CHI,4,2003,0
Martin Muursepp,CHI,4,2002,0
Martin Muursepp,CHI,4,2001,0
Martin Muursepp,CHI,4,2000,0
Martin Muursepp,CHI,4,1999,763200
Martin Muursepp,CHI,4,1998,0
M. Andriuskevicius,CHI,5,2018,0
M. Andriuskevicius,CHI,5,2017,0
M. Andriuskevicius,CHI,5,2016,0
M. Andriuskevicius,CHI,5,2015,0
M. Andriuskevicius,CHI,5,2014,0
M. Andriuskevicius,CHI,5,2013,0
M. Andriuskevicius,CHI,5,2012,0
M. Andriuskevicius,CHI,5,2011,0
M. Andriuskevicius,CHI,5,2010,0
M. Andriuskevicius,CHI,5,2009,0
M. Andriuskevicius,CHI,5,2008,0
M. Andriuskevicius,CHI,5,2007,664209
M. Andriuskevicius,CHI,5,2006,0
M. Andriuskevicius,CHI,5,2005,0
M. Andriuskevicius,CHI,5,2004,0
M. Andriuskevicius,CHI,5,2003,0
M. Andriuskevicius,CHI,5,2002,0
M. Andriuskevicius,CHI,5,2001,0
M. Andriuskevicius,CHI,5,2000,0
M. Andriuskevicius,CHI,5,1999,0
M. Andriuskevicius,CHI,5,1998,0
Matt Maloney,CHI,1,2018,0
Matt Maloney,CHI,1,2017,0
Matt Maloney,CHI,1,2016,0
Matt Maloney,CHI,1,2015,0
Matt Maloney,CHI,1,2014,0
Matt Maloney,CHI,1,2013,0
Matt Maloney,CHI,1,2012,0
Matt Maloney,CHI,1,2011,0
Matt Maloney,CHI,1,2010,0
Matt Maloney,CHI,1,2009,0
Matt Maloney,CHI,1,2008,0
Matt Maloney,CHI,1,2007,0
Matt Maloney,CHI,1,2006,0
Matt Maloney,CHI,1,2005,0
Matt Maloney,CHI,1,2004,0
Matt Maloney,CHI,1,2003,0
Matt Maloney,CHI,1,2002,0
Matt Maloney,CHI,1,2001,0
Matt Maloney,CHI,1,2000,600000
Matt Maloney,CHI,1,1999,0
Matt Maloney,CHI,1,1998,0
Metta World Peace,CHI,3,2018,0
Metta World Peace,CHI,3,2017,0
Metta World Peace,CHI,3,2016,0
Metta World Peace,CHI,3,2015,0
Metta World Peace,CHI,3,2014,0
Metta World Peace,CHI,3,2013,0
Metta World Peace,CHI,3,2012,0
Metta World Peace,CHI,3,2011,0
Metta World Peace,CHI,3,2010,0
Metta World Peace,CHI,3,2009,0
Metta World Peace,CHI,3,2008,0
Metta World Peace,CHI,3,2007,0
Metta World Peace,CHI,3,2006,0
Metta World Peace,CHI,3,2005,0
Metta World Peace,CHI,3,2004,0
Metta World Peace,CHI,3,2003,0
Metta World Peace,CHI,3,2002,1241760
Metta World Peace,CHI,3,2001,1160760
Metta World Peace,CHI,3,2000,1079760
Metta World Peace,CHI,3,1999,0
Metta World Peace,CHI,3,1998,0
Michael Jordan,CHI,2,2018,0
Michael Jordan,CHI,2,2017,0
Michael Jordan,CHI,2,2016,0
Michael Jordan,CHI,2,2015,0
Michael Jordan,CHI,2,2014,0
Michael Jordan,CHI,2,2013,0
Michael Jordan,CHI,2,2012,0
Michael Jordan,CHI,2,2011,0
Michael Jordan,CHI,2,2010,0
Michael Jordan,CHI,2,2009,0
Michael Jordan,CHI,2,2008,0
Michael Jordan,CHI,2,2007,0
